# Format: path<TAB>qualname<TAB>loc<TAB>reason
src/unicode_animations/braille.py	_gen_sparkle	210	existing over-ceiling function ratchet
src/unicode_animations/web.py	build_demo_html	217	existing over-ceiling function ratchet
